"field_id","fp_id","lab_no","harvest","fb","fb_samlpe","db_sample","db_p","db","C","N","ADF"
"BG","A11",340,3,0.264933333333333,127.733333333333,49.96,39.2024333333333,0.1023,44.1495,1.2079,34.4542
"BG","A12",340,3,0.216533333333333,133.933333333333,52.9566666666667,39.8065,0.0856333333333333,43.7554,1.0181,33.5004
"BG","A13",340,3,0.276266666666667,149.066666666667,63.11,42.5154666666667,0.117033333333333,44.0845,1.0723,33.9478
"BG","A14",340,3,0.3326,163.066666666667,70.6666666666667,43.2252,0.143666666666667,44.4072,1.0779,34.1614
"BG","A15",340,3,0.2638,148.266666666667,65.26,43.9854,0.1162,44.0147,1.0408,33.8461
