field_id,fp_id,lab_no,harvest,doy,fb,fb_samlpe,db_sample,db_p,db,C,N,ADF
GHL,D01,340,1,166,0.747,155.6666667,41.52,28.9383105,0.206,43.3099627,1.624901237,31.41156571
GHL,D02,340,1,166,0.767666667,247.6666667,50.78,23.0187122,0.177133333,43.4520032,1.814846713,30.28924547
GHL,D03,340,1,166,1.167666667,315.6666667,71.96666667,23.84892812,0.266366667,43.16570373,1.979117992,28.24740978
GHL,D04,340,1,166,1.146333333,319.3333333,73.34,25.9884923,0.2952,43.3537311,1.684560871,31.12211117
GHL,D05,340,1,166,1.409,328.6666667,67.78666667,22.59658006,0.318633333,43.36111265,1.991468215,29.47686661
