"field_id","fp_id","lab_no","harvest","fb","fb_samlpe","db_sample","db_p","db","C","N","ADF"
"BGL","B06",340,2,1.0326,274.2,69.32,26.78931388,0.277933333333333,42.93022434,1.74852334066667,29.97396754
"BGL","B07",340,2,0.735,261.266666666667,70.51,29.43910344,0.213733333333333,43.0974073666667,1.465301829,31.4345785166667
"BGL","B08",340,2,0.819533333333333,214,60.8133333333333,29.8979624066667,0.248633333333333,43.0357554233333,1.482906807,31.03929814
"BGL","B09",340,2,1.34733333333333,368.4,95.36,28.9289520366667,0.3902,43.0629898933333,1.65859824033333,31.9786777933333
"BGL","B10",340,2,0.767933333333333,196.333333333333,66.0966666666667,33.88312604,0.261766666666667,43.20426745,1.342327843,34.16889281
